userid,wid,date,infl_1y,house_price_change,prob_unrate_up,prob_stocks_up,financial_past_12m,financial_12m,credit_cond_past_12m,credit_cond_12m,prob_miss_paym_3m,working,hh_inc_change,hh_spending_change,taxes_change,hh_inc_bin_rank,age_init,female,hispanic,black,educ,owner,num_kids,couple,optimist_unrate,optimist_stocks,optimist_house_price
75012524,202401,2024-01-20,5.0,7.0,10.0,30.0,2,2,2.0,2.0,0.0,0,2.0,5.0,0.0,6.9,65.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012524,202402,2024-02-19,4.0,5.0,10.0,20.0,3,2,2.0,2.0,1.0,0,0.0,3.0,0.0,6.9,65.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012524,202403,2024-03-21,3.0,6.0,10.0,30.0,3,3,3.0,3.0,1.0,0,2.0,3.0,0.0,6.9,65.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012525,202304,2023-04-23,9.0,5.0,50.0,40.0,3,2,5.0,5.0,0.0,0,3.0,1.0,2.0,94.0,70.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0,0,1
75012525,202305,2023-05-01,9.0,5.0,50.0,10.0,3,2,3.0,2.0,0.0,0,3.0,1.0,2.0,66.2,70.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0,0,1
75012525,202306,2023-06-20,-5.0,-3.0,50.0,50.0,3,3,3.0,3.0,3.0,0,3.0,5.0,5.0,79.8,70.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0,0,0
75012525,202307,2023-07-13,-5.0,-3.0,20.0,10.0,3,3,3.0,3.0,0.0,0,3.0,1.0,2.0,77.9,70.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1,0,0
75012525,202311,2023-11-18,7.0,5.0,30.0,50.0,3,3,4.0,3.0,0.0,0,3.0,1.0,5.0,77.9,70.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1,0,1
75012525,202312,2023-12-03,9.0,5.0,10.0,10.0,3,2,3.0,3.0,0.0,0,3.0,5.0,2.0,77.9,70.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1,0,1
75012525,202403,2024-03-20,9.0,2.0,80.0,51.0,3,2,3.0,3.0,0.0,0,3.0,5.0,2.0,77.9,70.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0,1,1
75012527,202304,2023-04-21,5.0,0.0,80.0,21.0,2,3,2.0,2.0,2.0,0,5.0,5.0,3.0,32.1,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,0
75012527,202305,2023-05-03,4.0,-8.0,90.0,30.0,2,2,2.0,2.0,2.0,0,7.0,5.0,5.0,39.9,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,0
75012527,202306,2023-06-21,4.0,-5.0,55.0,37.0,3,3,2.0,2.0,1.0,0,5.0,3.0,3.0,39.9,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,0
75012527,202307,2023-07-04,4.0,2.0,74.0,30.0,3,4,2.0,2.0,2.0,0,5.0,3.0,0.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,1
75012527,202308,2023-08-12,4.0,2.0,70.0,40.0,2,2,2.0,2.0,1.0,0,3.0,2.0,2.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,1
75012527,202309,2023-09-20,4.0,-5.0,56.0,46.0,3,3,2.0,2.0,2.0,0,3.0,1.0,0.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,0
75012527,202310,2023-10-21,2.0,-5.0,75.0,39.0,2,4,2.0,2.0,1.0,0,4.0,2.0,2.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,0
75012527,202311,2023-11-19,3.0,2.0,79.0,48.0,2,3,2.0,2.0,1.0,0,5.0,1.0,3.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,1
75012527,202312,2023-12-11,3.0,-5.0,75.0,40.0,3,3,2.0,2.0,1.0,0,4.0,2.0,2.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,0
75012527,202401,2024-01-13,3.0,0.0,50.0,67.0,3,4,2.0,4.0,1.0,0,3.0,0.0,0.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,1,0
75012527,202402,2024-02-18,3.0,2.0,70.0,65.0,2,4,3.0,3.0,1.0,0,3.0,1.0,4.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,1,1
75012527,202403,2024-03-21,3.0,5.0,30.0,75.0,3,4,2.0,2.0,1.0,0,3.0,-2.0,0.0,37.3,69.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1,1,1
75012532,202306,2023-06-18,30.0,8.0,60.0,50.0,3,3,3.0,3.0,30.0,1,2.0,40.0,0.0,7.5,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,1
75012532,202307,2023-07-11,12.0,10.0,5.0,20.0,3,3,3.0,3.0,15.0,1,0.0,20.0,5.0,2.3,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012532,202308,2023-08-22,10.0,15.0,1.0,20.0,3,3,3.0,3.0,5.0,1,0.0,10.0,0.0,6.9,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012532,202309,2023-09-20,10.0,10.0,21.0,39.0,3,3,3.0,3.0,0.0,1,0.0,10.0,0.0,6.9,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012532,202311,2023-11-12,-5.0,8.0,7.0,6.0,2,3,3.0,3.0,2.0,1,0.0,5.0,0.0,6.9,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012532,202312,2023-12-17,10.0,10.0,11.0,2.0,3,3,3.0,3.0,1.0,1,0.0,10.0,5.0,6.9,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012532,202401,2024-01-13,-10.0,10.0,10.0,10.0,3,3,3.0,3.0,0.0,1,0.0,0.0,0.0,6.9,60.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1
75012533,202305,2023-05-02,3.0,-10.0,52.0,30.0,4,4,4.0,2.0,0.0,1,3.0,10.0,5.0,66.2,64.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,0
75012533,202306,2023-06-01,5.0,-10.0,95.0,11.0,3,2,2.0,2.0,0.0,1,-5.0,10.0,15.0,79.8,64.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,0
75012533,202307,2023-07-20,5.0,5.0,70.0,70.0,2,4,2.0,1.0,0.0,1,5.0,10.0,10.0,77.9,64.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012533,202310,2023-10-05,3.0,-5.0,90.0,30.0,4,5,1.0,2.0,0.0,1,5.0,-10.0,5.0,77.9,64.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,0
75012533,202401,2024-01-13,4.0,5.0,81.0,21.0,4,3,3.0,3.0,2.0,1,5.0,-20.0,5.0,63.6,64.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
75012535,202304,2023-04-20,5.0,-5.0,32.0,17.0,4,4,3.0,3.0,0.0,1,10.0,5.0,0.0,94.0,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0
75012535,202305,2023-05-01,-2.0,-5.0,23.0,57.0,4,4,3.0,3.0,0.0,1,13.0,5.0,7.0,94.0,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,0
75012535,202306,2023-06-23,5.0,-7.0,25.0,70.0,4,4,3.0,3.0,0.0,1,10.0,5.0,2.0,94.0,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,0
75012535,202307,2023-07-20,4.0,5.0,15.0,52.0,4,4,3.0,3.0,0.0,1,13.0,5.0,7.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1
75012535,202308,2023-08-15,-3.0,5.0,42.0,74.0,4,4,3.0,3.0,0.0,1,10.0,10.0,7.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1
75012535,202309,2023-09-20,4.0,-5.0,13.0,64.0,4,4,3.0,3.0,0.0,1,13.0,4.0,2.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,0
75012535,202310,2023-10-02,3.0,5.0,30.0,83.0,4,4,3.0,3.0,1.0,1,13.0,5.0,5.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1
75012535,202311,2023-11-18,-1.0,5.0,12.0,70.0,4,4,4.0,3.0,0.0,1,10.0,5.0,0.0,63.6,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1
75012535,202312,2023-12-19,-1.0,-5.0,30.0,65.0,4,4,3.0,3.0,0.0,1,10.0,3.0,3.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,0
75012535,202401,2024-01-20,-1.0,-3.0,50.0,71.0,3,4,3.0,3.0,1.0,1,10.0,4.0,4.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0,1,0
75012535,202402,2024-02-04,-2.0,-2.0,21.0,72.0,3,4,3.0,3.0,0.0,1,7.0,5.0,5.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,0
75012535,202403,2024-03-01,4.0,-5.0,35.0,78.0,4,4,2.0,3.0,0.0,1,4.0,5.0,5.0,93.1,23.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,0
75012541,202304,2023-04-14,5.0,-3.0,2.0,10.0,3,2,3.0,3.0,3.0,1,2.0,15.0,0.0,32.1,38.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,0
75012541,202309,2023-09-26,3.0,3.0,10.0,5.0,3,3,3.0,3.0,50.0,1,-100.0,-50.0,0.0,29.8,38.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1,0,1
75012541,202310,2023-10-25,15.0,15.0,3.0,3.0,3,3,3.0,3.0,25.0,1,25.0,25.0,2.0,29.8,38.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1,0,1
75012541,202311,2023-11-26,-3.0,3.0,3.0,10.0,3,3,3.0,3.0,30.0,1,3.0,5.0,0.0,29.8,38.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1,0,1
75012541,202402,2024-02-19,3.0,-3.0,3.0,3.0,3,3,3.0,3.0,25.0,1,0.0,3.0,0.0,29.8,38.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1,0,0
75012541,202403,2024-03-25,-3.0,-3.0,3.0,50.0,3,3,3.0,3.0,25.0,1,0.0,0.0,0.0,29.8,38.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1,0,0
75012543,202305,2023-05-10,45.0,15.0,15.0,5.0,4,4,1.0,1.0,10.0,1,15.0,25.0,20.0,39.9,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012543,202306,2023-06-12,45.0,10.0,10.0,12.0,2,4,1.0,2.0,0.0,1,2.0,15.0,5.0,25.7,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012543,202308,2023-08-02,45.0,12.0,10.0,12.0,3,3,1.0,1.0,0.0,1,2.0,15.0,5.0,23.7,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012543,202309,2023-09-20,45.0,12.0,10.0,12.0,3,3,1.0,1.0,10.0,1,2.0,15.0,5.0,23.7,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012543,202310,2023-10-12,45.0,25.0,15.0,20.0,2,3,2.0,2.0,10.0,1,25.0,25.0,20.0,23.7,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012543,202312,2023-12-11,45.0,25.0,13.0,16.0,3,4,2.0,2.0,10.0,1,15.0,15.0,5.0,23.7,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012543,202401,2024-01-20,45.0,25.0,10.0,12.0,4,4,1.0,1.0,0.0,1,2.0,15.0,5.0,37.3,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012543,202402,2024-02-01,45.0,25.0,10.0,12.0,3,3,1.0,1.0,10.0,1,2.0,15.0,5.0,29.8,59.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1,0,1
75012550,202304,2023-04-04,7.0,10.0,61.0,80.0,1,3,1.0,2.0,1.0,0,3.0,20.0,0.0,66.2,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012550,202305,2023-05-02,3.0,13.0,20.0,30.0,1,1,2.0,2.0,0.0,0,-20.0,85.0,12.0,66.2,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202306,2023-06-13,3.0,15.0,10.0,60.0,1,3,1.0,1.0,0.0,0,-30.0,18.0,5.0,66.2,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
75012550,202307,2023-07-04,5.0,10.0,10.0,20.0,2,3,1.0,1.0,0.0,0,1.0,10.0,2.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202308,2023-08-13,6.0,-5.0,40.0,20.0,2,3,1.0,2.0,0.0,0,0.0,8.0,12.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0
75012550,202309,2023-09-12,5.0,15.0,45.0,15.0,1,1,2.0,2.0,0.0,0,2.0,25.0,10.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202310,2023-10-16,6.0,15.0,25.0,20.0,1,3,1.0,2.0,0.0,0,3.0,25.0,2.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202311,2023-11-18,2.0,15.0,40.0,30.0,1,3,1.0,2.0,0.0,0,3.0,8.0,3.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202312,2023-12-27,8.0,9.0,28.0,23.0,1,3,1.0,2.0,0.0,0,3.0,8.0,6.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202401,2024-01-26,3.0,6.0,5.0,30.0,1,3,1.0,1.0,0.0,0,3.0,3.0,6.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202402,2024-02-11,4.0,5.0,35.0,37.0,1,2,1.0,2.0,0.0,0,1.0,6.0,2.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012550,202403,2024-03-12,11.0,12.0,15.0,37.0,1,2,2.0,2.0,0.0,0,3.0,18.0,10.0,63.6,71.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012551,202304,2023-04-03,-2.0,5.0,70.0,64.0,4,4,3.0,3.0,0.0,1,6.0,-8.0,5.0,94.0,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0,1,1
75012551,202305,2023-05-02,-1.5,3.0,63.0,44.0,4,4,2.0,2.0,0.0,1,9.0,5.0,6.0,94.0,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0,0,1
75012551,202306,2023-06-22,-4.0,3.0,20.0,51.0,4,4,2.0,2.0,0.0,1,13.0,-10.0,4.0,94.0,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1,1,1
75012551,202307,2023-07-26,-2.0,3.0,50.0,54.0,4,4,2.0,3.0,0.0,1,10.0,3.0,6.0,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0,1,1
75012551,202309,2023-09-20,-2.0,3.0,50.0,60.0,4,4,2.0,2.0,0.0,1,5.0,3.0,3.0,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0,1,1
75012551,202310,2023-10-29,-1.0,3.0,30.0,60.0,4,4,2.0,3.0,0.0,1,5.0,-3.0,1.5,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1,1,1
75012551,202311,2023-11-20,-2.0,3.0,10.0,60.0,4,3,2.0,3.0,0.0,1,6.0,-3.0,2.0,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1,1,1
75012551,202312,2023-12-16,-1.0,3.0,50.0,80.0,4,4,2.0,3.0,0.0,1,8.0,-5.0,2.0,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0,1,1
75012551,202401,2024-01-29,-1.0,3.0,20.0,65.0,4,4,2.0,3.0,0.0,1,6.0,-3.0,2.0,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1,1,1
75012551,202402,2024-02-11,-1.0,3.0,30.0,80.0,4,4,2.0,3.0,0.0,1,6.0,-3.0,3.0,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1,1,1
75012551,202403,2024-03-22,-1.0,3.0,50.0,65.0,4,4,3.0,2.0,0.0,1,6.0,-5.0,-2.0,93.1,53.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0,1,1
75012552,202304,2023-04-03,50.0,20.0,51.0,11.0,3,3,3.0,3.0,0.0,1,5.0,20.0,10.0,19.2,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0,0,1
75012552,202306,2023-06-12,20.0,30.0,11.0,22.0,3,4,2.0,2.0,0.0,1,5.0,20.0,5.0,19.2,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202307,2023-07-04,20.0,15.0,9.0,20.0,4,4,3.0,3.0,0.0,1,5.0,10.0,15.0,17.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202308,2023-08-03,20.0,20.0,10.0,15.0,4,3,3.0,3.0,0.0,1,0.0,15.0,10.0,17.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202309,2023-09-01,10.0,15.0,10.0,10.0,4,3,3.0,3.0,0.0,1,0.0,15.0,10.0,17.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202310,2023-10-02,15.0,15.0,10.0,10.0,3,3,3.0,3.0,0.0,1,5.0,10.0,10.0,17.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202311,2023-11-09,10.0,15.0,5.0,10.0,3,3,3.0,3.0,0.0,1,0.0,15.0,5.0,23.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202312,2023-12-12,10.0,15.0,5.0,10.0,3,4,3.0,3.0,0.0,1,2.0,10.0,10.0,17.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202401,2024-01-14,5.0,5.0,5.0,10.0,4,3,3.0,3.0,0.0,1,0.0,5.0,5.0,23.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202402,2024-02-18,-5.0,5.0,5.0,10.0,4,3,3.0,3.0,0.0,1,2.0,5.0,5.0,23.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012552,202403,2024-03-20,10.0,10.0,5.0,10.0,3,3,3.0,3.0,0.0,1,3.0,10.0,5.0,23.7,52.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0,1
75012553,202304,2023-04-21,3.0,-5.0,20.0,50.0,4,5,3.0,4.0,2.0,0,15.0,5.0,2.0,25.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1,0,0
75012553,202305,2023-05-30,5.0,-10.0,15.0,70.0,2,5,3.0,4.0,1.0,0,50.0,10.0,1.0,25.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1,1,0
75012553,202306,2023-06-01,5.0,-10.0,10.0,79.0,2,5,3.0,4.0,2.0,0,50.0,10.0,3.0,25.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1,1,0
75012553,202307,2023-07-09,3.0,-15.0,30.0,34.0,1,5,2.0,4.0,2.0,0,20.0,10.0,5.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1,0,0
75012553,202308,2023-08-31,5.0,5.0,50.0,70.0,2,5,2.0,2.0,2.0,0,20.0,10.0,2.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0,1,1
75012553,202309,2023-09-30,3.0,-2.0,40.0,60.0,3,5,3.0,3.0,2.0,0,30.0,10.0,5.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1,1,0
75012553,202310,2023-10-12,3.0,5.0,60.0,60.0,4,5,3.0,2.0,2.0,0,50.0,15.0,5.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0,1,1
75012553,202311,2023-11-11,3.0,-10.0,50.0,71.0,3,5,3.0,4.0,0.0,0,20.0,10.0,5.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0,1,0
75012553,202312,2023-12-25,3.0,-10.0,20.0,20.0,4,4,2.0,4.0,1.0,0,10.0,5.0,2.0,29.8,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1,0,0
75012553,202401,2024-01-18,3.0,-5.0,50.0,75.0,3,4,3.0,3.0,4.0,0,10.0,5.0,2.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0,1,0
75012553,202402,2024-02-26,3.0,5.0,25.0,50.0,2,4,2.0,2.0,5.0,0,10.0,5.0,2.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1,0,1
75012553,202403,2024-03-16,3.0,5.0,70.0,70.0,4,4,2.0,2.0,1.0,0,10.0,5.0,2.0,23.7,27.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0,1,1
75012554,202305,2023-05-25,3.0,-2.0,59.0,50.0,4,3,2.0,2.0,5.0,1,3.0,10.0,5.0,66.2,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,0
75012554,202306,2023-06-19,4.0,5.0,65.0,50.0,3,3,3.0,2.0,5.0,1,3.0,5.0,4.0,79.8,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
75012554,202308,2023-08-21,4.0,5.0,55.0,50.0,3,3,3.0,3.0,5.0,1,-5.0,3.0,2.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
75012554,202309,2023-09-30,4.0,2.0,50.0,60.0,3,3,3.0,2.0,3.0,1,4.0,5.0,1.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,1,1
75012554,202310,2023-10-05,3.0,5.0,60.0,60.0,3,3,3.0,3.0,5.0,1,3.0,5.0,2.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,1,1
75012554,202311,2023-11-09,3.0,4.0,45.0,40.0,3,2,2.0,3.0,5.0,1,3.0,5.0,2.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1,0,1
75012554,202312,2023-12-28,4.0,6.0,60.0,50.0,3,3,2.0,3.0,5.0,1,-10.0,5.0,3.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0,0,1
75012554,202401,2024-01-22,3.0,5.0,50.0,60.0,3,2,2.0,2.0,5.0,1,-20.0,-5.0,3.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0,1,1
75012554,202402,2024-02-24,3.0,2.0,60.0,50.0,2,3,3.0,2.0,5.0,1,-1.0,4.0,3.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
75012554,202403,2024-03-20,3.0,5.0,60.0,75.0,3,3,3.0,3.0,5.0,1,2.0,5.0,2.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,1,1
75012554,202404,2024-04-11,3.0,8.0,50.0,50.0,3,4,2.0,2.0,5.0,1,3.0,8.0,6.0,77.9,49.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0,0,1
75012556,202304,2023-04-17,5.0,12.0,60.0,52.0,2,2,3.0,3.0,2.0,0,0.0,5.0,10.0,39.9,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012556,202305,2023-05-02,5.0,-2.0,65.0,74.0,2,3,3.0,3.0,4.0,0,2.0,7.0,10.0,39.9,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,0
75012556,202306,2023-06-01,5.0,4.0,11.0,32.0,3,2,2.0,2.0,1.0,0,2.0,9.0,5.0,39.9,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012556,202307,2023-07-14,4.0,15.0,56.0,60.0,2,2,2.0,3.0,30.0,1,2.0,5.0,5.0,48.1,71.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012558,202304,2023-04-24,6.0,-10.0,40.0,5.0,1,1,1.0,1.0,0.0,0,-20.0,10.0,3.0,79.8,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0
75012558,202305,2023-05-26,3.0,1.0,80.0,50.0,1,1,1.0,1.0,0.0,0,-5.0,10.0,5.0,94.0,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
75012558,202306,2023-06-20,6.0,-3.0,10.0,50.0,2,2,1.0,1.0,0.0,0,1.0,5.0,5.0,94.0,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0
75012558,202307,2023-07-16,5.0,-1.0,10.0,30.0,2,2,1.0,1.0,0.0,0,2.0,5.0,5.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,0
75012558,202308,2023-08-20,3.0,3.0,5.0,50.0,2,3,1.0,1.0,0.0,0,3.0,5.0,5.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012558,202309,2023-09-10,4.0,2.0,21.0,40.0,3,3,1.0,1.0,0.0,0,5.0,5.0,5.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,0,1
75012558,202310,2023-10-25,4.0,3.0,70.0,60.0,2,2,1.0,1.0,0.0,0,4.0,5.0,5.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012558,202311,2023-11-25,4.0,3.0,50.0,70.0,2,3,1.0,1.0,0.0,0,3.0,5.0,3.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012558,202312,2023-12-20,2.0,5.0,50.0,60.0,2,3,1.0,1.0,0.0,0,3.0,5.0,3.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012558,202401,2024-01-17,3.0,7.0,50.0,50.0,2,2,1.0,1.0,0.0,0,3.0,5.0,5.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,0,1
75012558,202402,2024-02-18,3.0,3.0,30.0,60.0,3,3,2.0,3.0,0.0,0,2.0,5.0,3.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1,1,1
75012558,202403,2024-03-25,3.0,4.0,50.0,70.0,2,2,1.0,1.0,0.0,0,2.0,5.0,3.0,93.1,74.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,1,1
75012561,202304,2023-04-17,-2.0,-5.0,50.0,60.0,4,3,1.0,2.0,0.0,1,30.0,20.0,10.0,94.0,42.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0,1,0
